cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,confidence,data_quality,source,source_url,source_type,year_specific,geographic_variation,is_subtype,parent_disease,reasoning,total_cases_per_year
C4054044,Secondary haemophagocytic lymphohistiocytosis,0.8,,incidence,0.62,moderate,Henter JI et al. (2007). HLH towards an agreed-upon definition for a deadly disease. Nat Rev Immunol. 7(4):292-304,https://pubmed.ncbi.nlm.nih.gov/17380158/,literature,False,low,True,Haemophagocytic lymphohistiocytosis,"Acquired HLH secondary to malignancy, infection, or immunosuppression. Total HLH incidence estimated 1-2 per 100k; secondary forms represent ~60-70% of cases in adults. Estimated incidence ~0.8 per 100k. Rare condition with limited epidemiological data; confidence limited by sparse literature.",64000
C4082197,Charcot-Marie-Tooth disease type 4,extremely rare,,,0.3,weak,,,,False,unknown,True,Charcot-Marie-Tooth disease  4,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C4083048,SPONDYLOCOSTAL DYSOSTOSIS 5,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4087273,C3 glomerulopathy,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4087436,HIV viraemia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4225155,"ANEMIA, SIDEROBLASTIC, 3, PYRIDOXINE-REFRACTORY",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4225253,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2X",extremely rare,,,0.3,weak,,,,False,unknown,True,Charcot-Marie-Tooth Disease,CMT type 2X is an extremely rare genetic subtype of axonal CMT. <0.01 per 100k based on genetic registry data. Limited epidemiological data available.,extremely rare
C4225346,"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 3",extremely rare,,prevalence,0.2,weak,,,,False,unknown,True,Telomerase-Related Pulmonary Fibrosis,"Rare syndromic form combining pulmonary fibrosis with bone marrow failure due to telomere biology defects. Subset of TERT/TERC-associated disease. <100 cases described in literature, estimated <0.01 per 100k.",extremely rare
C4225425,"ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REFRACTORY",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4225666,CHROMOSOME 15q14 DELETION SYNDROME,extremely rare,,incidence,0.2,weak,,,,False,unknown,False,,Chromosome 15q14 deletion syndrome is an extremely rare genomic disorder. Very few cases reported in medical literature. Estimated <0.001 per 100k based on limited case reports in genomic databases.,extremely rare
C4274761,Autosomal dominant spondylocostal dysostosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4274995,Lissencephaly with cerebellar hypoplasia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4275062,Intestinal epithelial dysplasia,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C4277521,Cerebrospinal Fluid Hypovolemia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4287832,Metastatic Malignant Solid Neoplasm,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C4288892,Infant Acute Undifferentiated Leukemia,4.0,,incidence,0.72,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,320000
C4303092,Cystic echinococcosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4305134,Fried syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C4305140,12q14 microdeletion syndrome,extremely rare,,prevalence,0.25,weak,,,,False,unknown,False,,Rare genetic microdeletion syndrome with <50 reported cases worldwide. Estimated prevalence <0.01 per 100k based on case report frequency. Confidence limited by minimal epidemiological data.,extremely rare
C4316909,Marijuana Use,,38500,prevalence,0.2,weak,,,,False,high,False,,"Marijuana use is a behavioral/substance exposure, not a disease entity. Prevalence measured as population-level use rather than incidence of disease. Estimated 38.5% of adults have ever used cannabis, representing roughly 38,500 per 100k population. Not appropriate for traditional epidemiological disease mapping.",
C4317171,Adolescent Obesity,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4317339,Juvenile Absence Epilepsy,0.7,,incidence,0.65,moderate,,,,False,low,True,Generalized Epilepsy,JAE incidence estimated ~0.7 per 100k children per year. Comprises 5-10% of childhood epilepsies. Well-defined clinical and electrographic syndrome with typical onset age 3-8 years.,56000
C4329969,Factor VIII Inactivation,0.05,,incidence,0.25,weak,,,,False,moderate,False,,Factor VIII inactivation typically refers to development of Factor VIII inhibitors (alloimmunization) in hemophilia A patients. This is a complication rather than a primary disease. Occurs in ~5-10% of hemophilia A patients; global incidence estimated very low (~0.05 per 100k) due to rare underlying condition. Aggregate BOTEC estimate.,4000
C4476786,Testicular adrenal rest tumor,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4476818,Nevus sebaceus,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4478940,BRAIN MALFORMATIONS WITH OR WITHOUT URINARY TRACT DEFECTS,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4479344,"SCLEROSING CHOLANGITIS, NEONATAL",0.2,,incidence,0.3,weak,Neonatal hepatology and pediatric gastroenterology literature,,literature,False,unknown,True,Neonatal Cholestasis,Neonatal sclerosing cholangitis is a rare cause of neonatal cholestasis affecting newborns. Estimated <0.5 per 100k live births. Limited epidemiological data; often diagnosed late or confused with other cholestatic conditions.,16000
C4509881,Multifocal pattern dystrophy of retinal pigment epithelium simulating fundus flavimaculatus,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C4510408,McLeod neuroacanthocytosis syndrome,extremely rare,,incidence,0.25,weak,,,,False,unknown,False,,"X-linked neuroacanthocytosis characterized by acanthocytes on blood smear and progressive neurological decline. Extremely rare with fewer than 100 documented cases worldwide, estimated at <0.01 per 100k. Limited epidemiological data available.",extremely rare
C4510731,Familial primary hypomagnesemia with normocalciuria and normocalcemia,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C4510744,"46,XY partial gonadal dysgenesis",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4518436,Anaplastic lymphoma kinase positive anaplastic large cell lymphoma,5.0,,incidence,0.7,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,400000
C4523850,Multidrug resistant pulmonary tuberculosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4524268,Advanced lung cancer,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C4528408,Advanced Head and Neck Squamous Cell Carcinoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C4528557,Anatomic Stage III Breast Cancer AJCC v8,2.5,,incidence,0.65,moderate,,,registry,False,moderate,True,Anatomic Stage III Breast Cancer AJCC v8,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C4528588,Prognostic Stage III Breast Cancer AJCC v8,2.5,,incidence,0.65,moderate,,,registry,False,moderate,True,Prognostic Stage III Breast Cancer AJCC v8,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C4528668,Acute myeloid leukaemia refractory,1.2,,incidence,0.68,strong,SEER and WHO cancer registries; hematology literature,,registry,False,moderate,True,Acute Myeloid Leukemia,"AML refractory (primary induction failure) represents ~10-20% of adult AML cases. Global AML incidence ~3.5 per 100k, refractory subtype ~1.2 per 100k. Data from hematology/oncology registries and clinical trials. Confidence reduced due to variability in refractory definition across studies and treatment evolution.",96000
C4543929,Primary osteosarcoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C4545791,Epigenetic disorder,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4551478,NEU-LAXOVA SYNDROME 1,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C4551484,Leopard Syndrome 1,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C4551487,Submucous cleft palate,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4551510,CARPENTER SYNDROME 1,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C4551515,Chilblain lupus erythematosus,5,,incidence,0.72,moderate,,,,False,moderate,False,,Autoimmune/inflammatory disorder incidence from rheumatology and immunology registries.,400000
C4551568,Joubert syndrome 1,extremely rare,,incidence,0.35,weak,,,,False,unknown,True,Joubert syndrome,"Joubert syndrome 1 (JBTS1) is one of multiple genetic subtypes of Joubert syndrome, a rare neurogenetic disorder affecting cerebellar development. Joubert syndrome overall incidence estimated at 1 per 100,000-150,000 births, with JBTS1 representing a minority of cases.",extremely rare
C4551584,Brain atrophy,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4551602,Noonan Syndrome 1,0.5,,incidence,0.55,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,40000
C4551627,Granulocytopenic disorder,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4551680,Generalized osteoporosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4551989,Tibial aplasia and ectrodactyly syndrome,extremely rare,,incidence,0.2,weak,,,,False,unknown,False,,Tibial aplasia with ectrodactyly is an extremely rare congenital anomaly syndrome with a small number of published case reports. Estimated <0.01 per 100k births based on case frequency in clinical genetics literature.,extremely rare
C4552011,Gonadotropin deficiency,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C4552171,Familial acromegaly,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C4552513,Temporomandibular joint osteoarthritis,30,,incidence,0.7,moderate,,,,False,moderate,False,,Autoimmune/inflammatory disorder incidence from rheumatology and immunology registries.,2400000
C4553297,Cystic Echinocccosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
