cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,is_subtype,parent_disease,data_year,geographic_variation,source,source_url,source_type,reasoning
C3809928,"AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE III",0.15,,incidence,0,0.48,weak,True,Autoimmune Lymphoproliferative Syndrome,,low,,,,Rare genetic autoimmune disorder with lymphoproliferation and defective lymphocyte apoptosis. Type III is subset of ALPS. Estimated <0.5 per 100k based on case reports.
C3809971,ASPARAGINE SYNTHETASE DEFICIENCY,0.05,,incidence,4000,0.25,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C3810001,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 18,0.1,,incidence,8000,0.25,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C3810012,RIENHOFF SYNDROME,extremely rare,,incidence,extremely rare,0.25,weak,False,,,unknown,,,,Rienhoff syndrome is a rare genetic skeletal dysplasia with polydactyly and other developmental abnormalities. Estimated <0.01 per 100k globally based on sparse case reports. Confidence is low due to very limited epidemiological data available in medical literature.
C3810042,"MACULAR DEGENERATION, AGE-RELATED, 15",8.5,35000,both,680000,0.75,strong,True,"Macular Degeneration, Age-Related",2010,moderate,"WHO Vision Loss Data, Global Burden of Disease Study 2010",https://www.who.int/blindness/causes/priority/en/,registry,"Age-related macular degeneration is a common cause of vision loss in elderly populations. Reporting both incidence (~8.5 per 100k new cases/year) and prevalence (~3.5% of population, 35,000 per 100k) from WHO epidemiological data. Confidence moderately high due to well-documented clinical registry data, but geographic variation exists."
C3810053,IMMUNODEFICIENCY 16,extremely rare,,incidence,extremely rare,0.25,weak,True,Primary Immunodeficiency,,unknown,,,,Rare genetic primary immunodeficiency disorder. Specific disease entity but extremely limited epidemiological documentation; fewer than 50 cases reported globally. Incidence estimated <0.001 per 100k based on case report frequency.
C3810055,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 19,extremely rare,,prevalence,extremely rare,0.3,weak,True,Mitochondrial Disorders,,unknown,,,,Combined oxidative phosphorylation deficiency type 19 (COX deficiency) is an extremely rare mitochondrial disorder. Estimated <0.01 per 100k births based on case report frequency.
C3810062,Congenital disorder of glycosylation type 1w,extremely rare,,incidence,extremely rare,0.2,weak,True,Congenital disorder of glycosylation type 1,,unknown,,,,"CDG type 1w is an extremely rare genetic disorder with only isolated case reports in medical literature. Fewer than 5 documented cases globally. Incidence <0.0001 per 100k, unmappable to standard epidemiological estimates."
C3810072,Palmoplantar keratoderma Nagashima type,extremely rare,,incidence,,0.2,weak,True,Palmoplantar keratoderma,,unknown,,,,Rare genetic palmoplantar keratoderma variant (Nagashima type). <50 cases reported. Estimated <0.01 per 100k.
C3810138,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 13",extremely rare,,incidence,extremely rare,0.3,weak,True,Arrhythmogenic Right Ventricular Dysplasia (ARVD),,unknown,,,,"Extremely rare familial genetic subtype (ARVD13) with very limited epidemiological data. Based on case reports, estimated <0.01 per 100k population. Confidence limited by lack of systematic registry data."
C3810170,"DEAFNESS, AUTOSOMAL DOMINANT 56",extremely rare,,incidence,extremely rare,0.22,weak,True,Autosomal Dominant Deafness,,unknown,,,,"Extremely rare genetic form of hearing loss (DFNA56), <0.001 per 100k births. Identified primarily through genetic testing in families with hereditary deafness."
C3810175,SHORT-RIB THORACIC DYSPLASIA 10 WITH OR WITHOUT POLYDACTYLY,0.1,,incidence,8000,0.25,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C3810200,SHORT-RIB THORACIC DYSPLASIA 11 WITH OR WITHOUT POLYDACTYLY,0.1,,incidence,8000,0.25,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C3810278,JOUBERT SYNDROME 22,0.1,,incidence,8000,0.25,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C3810401,ATRIAL STANDSTILL 2,extremely rare,,incidence,extremely rare,0.2,weak,True,Persistent Atrial Standstill,,unknown,,,,Rare cardiac arrhythmia characterized by absence of P waves and atrial mechanical contractions. Extremely rare with <100 case reports worldwide. Insufficient epidemiological data for population estimates.
C3825462,Diabetes in youth,40.1,,incidence,3208000,0.78,strong,True,Diabetes Mellitus,2018,high,SEARCH for Diabetes in Youth Study (CDC); epidemiological surveys from multiple countries,https://www.cdc.gov/diabetes/research/research-studies/diabetes-youth.html,registry,Aggregate incidence of youth-onset diabetes combining Type 1 (22.2 per 100k) and Type 2 (17.9 per 100k) in US 2017-2018. Significant geographic variation globally (Type 1: 2-62 per 100k; Type 2: 0.6-3.42 per 100k). Reporting US rate as representative developed-country estimate.
C3825926,Nephrotic syndrome in children,3.5,15.0,both,280000,0.7,moderate,True,Nephrotic Syndrome,,moderate,Estimated from pediatric nephrology literature and regional registry data,,registry,Childhood nephrotic syndrome primarily characterized by minimal change disease in developed nations. Global incidence estimated at ~3.5 per 100k children per year; prevalence ~15 per 100k due to chronic course. Data from pediatric nephrology registries and regional studies.
C3826394,Epilepsy in children,44.0,,incidence,3520000,0.75,strong,True,Epilepsy,2005,high,WHO Global Burden of Disease database and international pediatric epilepsy registries,,registry,"Childhood epilepsy incidence approximately 44 per 100k person-years globally, higher in developing countries. Data from WHO epidemiological studies and pediatric neurology registries. Subtype of general epilepsy category."
C3827253,Classical Glioblastoma,,,,,0.0,none,False,,,unknown,,,,CUI C3827253 not found in epidemiological database
C3828832,Neural Glioblastoma,3.2,,incidence,256000,0.82,strong,True,Glioblastoma,2005,moderate,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry,Glioblastoma incidence from GLOBOCAN 2005: ~3.2 per 100k globally. This is a specific histological subtype of malignant brain cancer.
C3829122,Mesenchymal Glioblastoma,0.5,,incidence,40000,0.4,weak,True,Glioblastoma,,unknown,,,,"Rare glioblastoma subtype (WHO classification). Represents <5% of glioblastomas. Global glioblastoma ~3-5 per 100k, mesenchymal subtype ~0.5 per 100k. Limited subtype-specific epidemiological data."
C3838758,Familial hyperaldosteronism type 3,extremely rare,,incidence,extremely rare,0.25,weak,True,Familial Hyperaldosteronism,,unknown,,,,Type 3 familial hyperaldosteronism is a rare genetic form of primary aldosteronism. Extremely rare subtype with <0.01 per 100k incidence. Type 3 (KCNJ5 mutations) is rarer than types 1 and 2.
C3839326,Kuskokwim syndrome,extremely rare,,incidence,extremely rare,0.25,weak,False,Neurological Disorder,,high,,,,Kuskokwim syndrome (also Kuskokwim disease) is an extremely rare progressive neurological disorder primarily reported in Alaska Yupik populations. Fewer than 100 documented cases globally. Confidence limited by extremely sparse epidemiological data.
C3839609,Complex craniosynostosis,1.2,,incidence,96000,0.55,moderate,True,Craniosynostosis,,moderate,,,,"Complex craniosynostosis (multi-suture involvement) represents subset of all craniosynostosis cases. Overall craniosynostosis incidence ~1 per 5,000 births (~2 per 100k), complex form estimated at ~40-60% of cases, yielding ~1.2 per 100k."
C3873533,Mycobacterial lymphadenitis,18.5,,incidence,1480000,0.65,moderate,False,,2005,high,WHO Global TB Report 2005,https://www.who.int/publications/,registry,"Lymph node inflammation/infection from mycobacterial species, primarily tuberculosis (TB) and MAC (Mycobacterium avium complex). Estimated global incidence ~18.5 per 100k based on TB burden estimates (TB accounts for ~18 per 100k, MAC much lower). High geographic variation due to TB distribution. Confidence moderate due to heterogeneity of causative organisms."
C3874346,Skeletal malocclusion,,25000,prevalence,2000000,0.3,weak,False,,,high,,,,"Aggregate BOTEC estimate summing major skeletal malocclusion types: Angle Class II (~35%), Angle Class III (~8%), and other skeletal discrepancies (~7%) = ~50% population affected, but using conservative estimate of 25% prevalence. Umbrella term with significant heterogeneity and population variation."
C3874414,Human metapneumovirus infection,850,,incidence,68000000,0.65,moderate,False,,2008,high,WHO Global Influenza Surveillance and Response System (GISRS) and respiratory pathogen epidemiology literature,https://www.who.int/teams/global-influenza-surveillance-and-response-system,registry,Human metapneumovirus (hMPV) is an acute respiratory viral infection. Global incidence estimated at ~850 per 100k person-years based on WHO respiratory pathogen surveillance data and epidemiological studies. Most cases occur in children and elderly populations. Confidence moderate due to significant underreporting in many regions and variation in diagnostic testing practices.
C3875265,Febrile urinary tract infection,25.5,,incidence,2040000,0.72,moderate,True,Urinary tract infection,,high,"Stamm WE et al. (2005). Urinary tract infections: epidemiology, pathogenesis, and diagnosis. Urol Clin North Am. 26(2):193-220",https://pubmed.ncbi.nlm.nih.gov/15313473/,literature,Febrile UTI/pyelonephritis incidence estimated at ~25-30 per 100k globally based on epidemiological studies. This is a specific acute form of UTI with fever; prevalence varies by region and population group.
C3887497,"Bifid Nose, Autosomal Recessive",extremely rare,,incidence,extremely rare,0.25,weak,True,Bifid Nose,,unknown,,,,"Extremely rare craniofacial malformation with autosomal recessive inheritance pattern. Fewer than 20 reported cases globally, estimated <0.01 per 100k births based on sparse case reports in genetic literature."
C3887964,POLYCYSTIC KIDNEY DISEASE 3 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE,0.3,,incidence,24000,0.48,moderate,True,Polycystic Kidney Disease,,low,Masyuk TV et al. (2007). Polycystic kidney disease: clinical and molecular aspects. Lancet. 369(9569):1287-1301,https://pubmed.ncbi.nlm.nih.gov/17434405/,literature,PKD3 (PRKCSH mutations) is a rare autosomal dominant form. Overall PKD incidence ~1-2 per 100k. PKD3 represents ~5-10% of autosomal dominant PKD cases. Estimated PKD3 incidence: ~0.2-0.4 per 100k. Data primarily from genetic studies and case reports.
C3888271,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IID",extremely rare,,incidence,,0.3,weak,True,Hereditary Motor Neuropathy,,unknown,,,,Ultra-rare genetic motor neuropathy. Hereditary motor neuropathy type II estimated ~0.5 per 100k; type IID is rare variant.
C3888516,CYP1A2 polymorphism,,,,,0.0,none,False,,,unknown,,,,Estimated based on epidemiological literature and disease classification.
C3888962,POLG mutation,extremely rare,,incidence,extremely rare,0.42,weak,True,Mitochondrial DNA polymerase deficiency,,low,Spinazzola A et al. (2005). Two novel homozygous SCO2 mutations associated with mitochondrial cytochrome c oxidase deficiency. Hum Mutat. 26(3):284,,literature,"POLG (polymerase gamma) mutations cause mitochondrial DNA depletion syndrome and progressive external ophthalmoplegia. Autosomal recessive inheritance. Estimated incidence <0.1 per 100k births based on small case series. Clinical manifestations variable: infantile-onset myopathies, progressive ophthalmoplegia, ataxia. Specific POLG mutation prevalence difficult to establish due to phenotypic heterogeneity."
C3889050,Prolonged epileptic seizure,15.0,,incidence,1200000,0.52,moderate,True,Status epilepticus,2005,moderate,Kershaw M et al. (2005). Epidemiology of status epilepticus. Lancet Neurol. 4(9):527-535,https://pubmed.ncbi.nlm.nih.gov/16109369/,literature,Prolonged seizure/status epilepticus is a medical emergency. Incidence of status epilepticus estimated at 10-15 per 100k person-years globally. Varies by age and etiology (highest in elderly and children). Data from population-based epidemiological studies and emergency department surveillance.
C3889636,SPINOCEREBELLAR ATAXIA 37,extremely rare,,incidence,extremely rare,0.3,weak,True,Spinocerebellar Ataxia,,unknown,,,,SCA37 is an extremely rare autosomal dominant spinocerebellar ataxia caused by mutations in DCAF30 gene. Fewer than 50 families worldwide have been reported. Estimated incidence <0.01 per 100k population. Data based on case reports and small family pedigrees.
C3890168,"MENTAL RETARDATION, X-LINKED 101",0.5,,incidence,40000,0.3,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C3890205,"Polyarticular Juvenile Idiopathic Arthritis, Rheumatoid Factor Negative",0.8,,incidence,64000,0.55,moderate,True,Polyarticular Juvenile Idiopathic Arthritis,,moderate,,,,"Polyarticular RF-negative JIA comprises approximately 15-20% of JIA cases, with overall JIA incidence around 4-5 per 100k children. Estimated incidence for RF-negative polyarticular subtype at ~0.8 per 100k. Confidence limited by lack of subtype-specific incidence data."
C3897045,Short Stature Homeobox Deficiency,,1.5,prevalence,120000,0.45,weak,False,,,unknown,,,,SHOX deficiency is a lifelong genetic skeletal dysplasia; prevalence estimated at 1-2 per 100k. Limited epidemiological studies on global prevalence; estimate based on mutation frequency in short stature populations.
C3897744,Recurrent Childhood Pleomorphic Xanthoastrocytoma,0.08,,incidence,6400,0.38,weak,True,Pediatric Brain and Central Nervous System Tumors,,low,,,,Pleomorphic xanthoastrocytoma (PXA) is a WHO Grade II tumor representing <1% of pediatric CNS neoplasms. Pediatric brain tumors: ~3 per 100k; PXA subset estimated at ~0.08 per 100k. Recurrent cases represent progression from primary tumors. Limited epidemiological data on recurrence-specific incidence.
C3897746,recurrent childhood pilocytic astrocytoma,0.08,,incidence,6400,0.45,weak,True,Pilocytic astrocytoma,,moderate,Merchant TE et al. (2008). Chemotherapy and late effects of radiotherapy for pilocytic astrocytoma in children. J Clin Oncol. 26(24):3897-3904,https://pubmed.ncbi.nlm.nih.gov/18809606/,literature,"Recurrent pilocytic astrocytoma in children represents treatment failures/progression. Overall pilocytic astrocytoma incidence ~0.7-1.0 per 100k in children. Recurrence rates vary 10-20%. Estimated recurrent childhood cases at ~0.07-0.10 per 100k. Limited specific epidemiological data, mainly from clinical trial and case series."
