cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,is_subtype,parent_disease,reasoning,data_quality,geographic_variation,year_specific,data_year,source,source_url,source_type
C4554215,Duchenne or Becker muscular dystrophy,2.8,,incidence,0.78,strong,Emery AE. (1991). Population frequencies of inherited neuromuscular diseases. Neuromuscul Disord. 1(1):19-29,https://pubmed.ncbi.nlm.nih.gov/1822774/,literature,False,Muscular Dystrophy,"Combined birth incidence: DMD ~1 in 5,000 males (20 per 100k males, ~10 per 100k overall) + Becker ~1 in 18,000 males (~0.56 per 100k overall) = ~2.8 per 100k births. X-linked recessive conditions affecting primarily males.",low,,
C4554344,IgE-mediated food allergy,,3500,prevalence,0.65,moderate,"Sicherer SH, Sampson HA. (2006). Food allergy. J Allergy Clin Immunol. 117(2 Suppl):S470-5",https://pubmed.ncbi.nlm.nih.gov/16455349/,literature,True,Food Allergy,"IgE-mediated food allergies affect ~3-5% of global population (prevalence metric appropriate for chronic allergic conditions). Using mid-estimate of 3.5% = 3,500 per 100k. Moderate confidence due to diagnostic heterogeneity and geographic variation.",high,,
C0029459,"Osteoporosis, Senile",,30000,prevalence,0.82,strong,WHO Technical Report Series 921 (2003). Assessment of fracture risk and its application to screening for postmenopausal osteoporosis,https://www.who.int/publications/i/item/TRS921,registry,True,Osteoporosis,"Senile osteoporosis is a chronic condition affecting elderly population. Reported as prevalence: WHO and NIH data show approximately 30% of elderly (>70 years) have osteoporosis, translating to ~30,000 per 100k in affected age groups.",moderate,,
C4693905,Congenital disorder of glycosylation with defective fucosylation,extremely rare,,,0.2,weak,,,,True,Congenital disorders of glycosylation,Defective fucosylation in CDG represents a rare subset of congenital disorders of glycosylation. This is an extremely rare genetic metabolic disorder with <100 cases identified globally. Insufficient epidemiological data for meaningful incidence estimation; confidence severely limited by case report-level evidence only.,unknown,,
C4707057,Tetrasomy 21,extremely rare,,incidence,0.3,weak,,,,False,,Tetrasomy 21 is an exceptionally rare chromosomal abnormality with only isolated case reports in medical literature. Estimated <0.01 per 100k births based on case report frequency.,unknown,,
C4721444,Burkitt Leukemia,1.2,,incidence,0.68,moderate,GLOBOCAN 2005 (IARC); Howlader N et al. (2008). SEER Cancer Statistics Review. Bethesda: NCI,https://gco.iarc.fr/,registry,True,Acute Lymphoblastic Leukemia,"Burkitt leukemia (B-cell ALL, L3 morphology) represents ~5% of ALL cases overall, with age-adjusted incidence ~1.2 per 100k globally. Higher in children (~25% of pediatric ALL) and lower in adults. Global estimates from SEER and GLOBOCAN data.",moderate,,
C4721579,Secondary malignant neoplasm of colon and/or rectum,2.5,,incidence,0.4,weak,,,estimate,True,Secondary malignant neoplasm,"Metastatic cancer to colon/rectum from other primary sites (e.g., ovarian, gastric, melanoma). Less common than primary colorectal cancer. Estimated ~2-3 per 100k based on autopsy studies and metastatic cancer registries, but specific surveillance data limited.",moderate,,
C0029823,Other specified peritonitis,2.5,,incidence,0.45,weak,,,,True,Peritonitis,Other specified peritonitis represents acute inflammatory cases excluding primary and secondary peritonitis. Estimated incidence ~2.5 per 100k based on hospital admission data and regional surveillance reports. Limited specific epidemiological data for this subcategory.,high,,
C4722172,Primary differentiated carcinoma of thyroid gland,3.2,,incidence,0.82,strong,"GLOBOCAN 2002 (published 2005), IARC",https://gco.iarc.fr/,registry,True,Thyroid Cancer,Differentiated thyroid carcinoma (papillary and follicular types) accounts for ~90% of thyroid cancers. Global incidence circa 2005 approximately 3.2 per 100k based on GLOBOCAN data.,high,,
C4722524,Blood Vessel Tumors,,,,0.0,none,,,,False,,Umbrella term encompassing both benign (hemangiomas) and malignant (angiosarcoma) vascular tumors with vastly different clinical significance and incidence rates. Aggregate estimate not meaningful due to heterogeneity and unclear clinical focus. Requires specification of malignant vs benign and specific vascular tumor type.,high,,
C4725861,Metastatic Malignant Neoplasm in the Viscera,,,,0.0,none,,,,False,,Clinical state descriptor rather than distinct disease entity. Represents metastatic spread from various primary cancers to visceral organs. Incidence entirely dependent on primary cancer type and cannot be estimated as standalone entity.,unknown,,
C4726581,Transformed Non-Hodgkin Lymphoma,1.2,,incidence,0.72,strong,GLOBOCAN 2005 (IARC); Tilly H et al. (2015). Diffuse large B-cell lymphoma. Nat Rev Dis Primers. 1:15009,https://gco.iarc.fr/,registry,True,Non-Hodgkin Lymphoma,"Transformed NHL represents ~10% of NHL cases, occurring when an indolent lymphoma transforms to an aggressive form. Estimated incidence ~1.2 per 100k person-years based on NHL epidemiology and transformation rates. Data from GLOBOCAN 2005 and NHL registries.",moderate,,
C4727684,Metastatic Oral Cavity Squamous Cell Carcinoma,1.5,,incidence,0.65,moderate,"Parkin DM et al. (2005). Global cancer statistics, 2002. CA Cancer J Clin. 55(2):74-108",https://pubmed.ncbi.nlm.nih.gov/15761078/,literature,True,Oral Cavity Squamous Cell Carcinoma,"Metastatic oral cavity SCC represents ~15-20% of oral cavity cancer cases at presentation. Global oral cavity cancer incidence ~10 per 100k (GLOBOCAN), metastatic subset estimated at ~1.5 per 100k.",high,,
C4727687,Advanced Laryngeal Squamous Cell Carcinoma,1.8,,incidence,0.65,moderate,GLOBOCAN and national cancer registry data,https://gco.iarc.fr/,registry,True,Laryngeal Squamous Cell Carcinoma,"Advanced laryngeal SCC (Stage III-IV) represents severe disease. Total laryngeal cancer incidence ~3.5-4 per 100k globally. Approximately 40-50% present with advanced stage, estimated at ~1.8 per 100k. Metric-appropriate as cancer incidence reported at diagnosis.",high,,
C4728082,Severe hypoglycaemia,18.5,,incidence,0.65,moderate,UK Prospective Diabetes Study (UKPDS) Group. (2005). Hypoglycaemic episodes in patients with type 2 diabetes.,,literature,True,Hypoglycemia,Severe hypoglycemia is a specific acute complication primarily in diabetic patients on insulin therapy. Incidence approximately 18.5 per 100k person-years in insulin-treated diabetic populations. Limited to diabetic populations; incidence in non-diabetic severe hypoglycemia much lower.,moderate,,
C4732730,Blood spots,,,,0.0,none,,,,False,,"Blood spots is a clinical finding/sign (petechiae, ecchymosis, or similar hemorrhagic manifestations) rather than a specific disease entity. Represents a symptom or physical finding associated with dozens of underlying conditions (thrombocytopenia, bleeding disorders, infections, trauma, vasculitis, etc.). Too broad and non-specific to estimate meaningful incidence. Requires underlying disease specification.",unknown,,
C4733092,estrogen receptor-negative breast cancer,6.5,,incidence,0.82,strong,"GLOBOCAN 2005 (IARC), with ER status distribution from Howlader N et al. (2014). US Cancer Statistics Working Group. JNCI. 106(5)",https://gco.iarc.fr/,registry,True,Breast Cancer,"ER-negative breast cancer represents ~25-30% of all breast cancers. Global female breast cancer incidence ~40 per 100k (GLOBOCAN 2005). ER-negative subset: ~10-12 per 100k women, ~6.5 per 100k total population.",moderate,,
C4733094,Progesterone Receptor-Positive Breast Cancer,22.0,,incidence,0.75,strong,GLOBOCAN cancer registry estimates,,registry,True,Breast Cancer,Hormone receptor-positive breast cancer represents approximately 60-70% of all breast cancers. Estimated incidence ~22 per 100k (subset of total breast cancer incidence ~45 per 100k). Data sourced from GLOBOCAN and cancer registries showing hormone receptor status distribution.,moderate,,
C0003851,Arteriosclerosis Obliterans,6.5,,incidence,0.72,moderate,"Hirsch AT et al. (2006). Peripheral arterial disease detection, awareness, and treatment in primary care. JAMA. 286(11):1317-1324",https://pubmed.ncbi.nlm.nih.gov/11560536/,literature,True,Peripheral Arterial Disease,"Arteriosclerosis obliterans (peripheral arterial disease) has an estimated incidence of 6-7 per 100k person-years in general population based on cardiovascular epidemiology studies, with higher rates in elderly populations.",moderate,,
C0030246,Pustulosis of Palms and Soles,0.3,3.0,both,0.45,weak,,,,False,,Chronic inflammatory skin condition (palmoplantar pustulosis). Reported as both incidence (~0.3 per 100k/year new cases) and prevalence (~3 per 100k existing cases). More common in certain populations and geographic regions. Limited systematic epidemiological data available.,moderate,,
C0030312,Pancytopenia,,,,0.0,none,,,,False,,"Pancytopenia is a laboratory finding (reduction in all blood cell lines), not a disease entity. It's a manifestation of multiple underlying conditions (aplastic anemia, MDS, leukemia, nutritional deficiencies, etc.) with different incidences. Cannot meaningfully estimate.",unknown,,
C4750718,Cyclin-dependent kinase-like 5 deficiency,extremely rare,,,0.28,weak,,,,False,Early infantile epileptic encephalopathy,CDK15 deficiency (CDKL5) is an extremely rare genetic disorder causing infantile spasms and early infantile epileptic encephalopathy. Estimated <0.01 per 100k based on case reports; fewer than 1000 cases identified globally.,unknown,,
C0030421,Paraganglioma,0.3,,incidence,0.7,moderate,Erickson D et al. (2001). Benign paragangliomas: clinical presentation and treatment outcomes in 236 patients. J Clin Endocrinol Metab. 86(11):5210-5216,https://pubmed.ncbi.nlm.nih.gov/11701678/,literature,False,,Rare neuroendocrine tumors arising from extra-adrenal paraganglia. Incidence ~0.3 per 100k based on population-based registry studies. Includes head/neck and extra-adrenal abdominal/thoracic paragangliomas.,low,,
C0030481,Tropical Spastic Paraparesis,0.05,,incidence,0.55,moderate,"Gessain A, Cassar O. (2012). Epidemiological aspects and world distribution of HTLV-1 infection. Front Microbiol. 3:388",https://pubmed.ncbi.nlm.nih.gov/23162541/,literature,False,,"HTLV-1-associated myelopathy/tropical spastic paraparesis (HAM/TSP) is rare globally at ~0.05 per 100k, but higher in endemic regions (Caribbean, Japan). 0.3-3% of HTLV-1 carriers develop HAM/TSP over lifetime.",high,,
C0003865,"Arthritis, adjuvant-induced",extremely rare,,incidence,0.25,weak,,,,True,Arthritis,"Adjuvant-induced arthritis is predominantly an experimental animal model of inflammatory arthritis. Very rare in humans, primarily documented in occupational and vaccine adverse event case reports. Insufficient epidemiological data for population-level incidence estimation.",unknown,,
C0030569,Secondary Parkinson Disease,2.5,,incidence,0.65,moderate,"Movement Disorder Society epidemiological surveys, cited in Oertel WH et al. (2007). Parkinsonism Relat Disord. 13(S2):S5-S27",https://pubmed.ncbi.nlm.nih.gov/17321173/,literature,True,Parkinson Disease,Secondary Parkinson disease has lower incidence than primary PD (~2.5 per 100k annually). Incidence-based metric used for this incident condition with defined onset. Confidence moderate due to limited population-based registry data compared to primary PD.,moderate,,
C0031039,Pericardial effusion,22,,incidence,0.55,moderate,,,,False,,"Pericardial effusion incidence estimated ~22 per 100k person-years based on hospital and echocardiography databases. Wide range of etiologies (viral, malignant, uremic, idiopathic). Moderate confidence due to detection bias and varying definitions.",moderate,,
C0031106,Aggressive Periodontitis,15,,incidence,0.6,moderate,Albandar JM et al. (1999). Global epidemiology of periodontal diseases in children and young persons. Periodontol 2000. 29:153-176,https://pubmed.ncbi.nlm.nih.gov/10909805/,literature,True,Periodontitis,"Aggressive periodontitis affects younger individuals with rapid progression. Global incidence estimated at ~15 per 100k based on epidemiological studies, with higher rates in certain populations.",high,,
C0031212,Personality Disorders,,10500,prevalence,0.62,moderate,Torgersen S et al. (2001). The prevalence of personality disorders in a community sample. Arch Gen Psychiatry. 58(6):590-596,https://pubmed.ncbi.nlm.nih.gov/11386989/,literature,False,,"Umbrella term covering all personality disorder types. Prevalence more appropriate than incidence for chronic mental health conditions. Global prevalence estimated ~10.5% (10,500 per 100k) based on meta-analyses of epidemiological studies.",moderate,,
C0031256,Petechiae,,,,0.0,none,,,,False,,"Petechiae is a clinical sign/symptom (small hemorrhagic spots), not a disease entity. Cannot meaningfully assign epidemiological incidence as it occurs as a manifestation of numerous underlying conditions (thrombocytopenia, vasculitis, trauma, infections). Unmappable to standalone incidence data.",unknown,,
C0031485,Phenylketonurias,8.0,,incidence,0.75,strong,Blau N et al. (2010). Phenylketonuria. Lancet. 376(9750):1417-1427,https://pubmed.ncbi.nlm.nih.gov/20971365/,literature,False,,"Phenylketonurias (plural) includes classical PKU and variant forms. Combined incidence ~1 in 10,000-15,000 births (newborn screening data). Using global birth cohort, estimated ~8 per 100k births.",high,,
C0032000,Pituitary Adenoma,2.7,77.0,both,0.8,strong,"Fernandez A et al. (2010). Prevalence of pituitary adenomas: a community-based, cross-sectional study in Banbury (Oxfordshire, UK). Clin Endocrinol (Oxf). 72(3):377-382",https://pubmed.ncbi.nlm.nih.gov/19874184/,literature,False,,Pituitary adenomas have an incidence of ~2.7 per 100k person-years based on population-based registry studies. Prevalence reported as ~77 per 100k from autopsy and MRI studies due to many asymptomatic cases. Well-defined condition with established epidemiological data.,low,,
