cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C4324298,Unmappable - CUI C4324298,,,,,0.0,none,unknown,False,,UMLS CUI C4324298 could not be definitively mapped to a specific disease entity without access to UMLS Metathesaurus API. This CUI requires verification through UMLS Metathesaurus Browser to determine the actual disease concept and epidemiological data.,,,
C4330265,Unknown Disease C4330265,,,,,0.0,none,unknown,False,,CUI code C4330265 could not be mapped to a known disease entity. UMLS database lookup required to identify the specific disease concept represented by this identifier.,,,
C4478701,Focal cortical dysplasia type IIb,0.5,,incidence,40000.0,0.3,weak,unknown,True,Focal Cortical Dysplasia,Focal cortical dysplasia type IIb is a specific malformation of cortical development. Rare neurological condition with estimated <1 per 100k incidence. FCD overall accounts for 5-10% of focal epilepsies but type IIb is a smaller subset. Limited population-based epidemiological data.,,,
C4478716,Noonan syndrome-like disorder with loose anagen hair 1,extremely rare,,,extremely rare,0.32,weak,unknown,True,Noonan Syndrome,Extremely rare genetic disorder with only scattered case reports. NS-like disorder with loose anagen hair 1 (NSLLAH1) is caused by SHOC2 mutations. <0.01 per 100k based on rare case reports in medical literature. Distinct genetic etiology from classic Noonan syndrome.,,,
C4479534,Unknown CUI - C4479534,,,,,0.0,none,unknown,False,,UMLS CUI C4479534 could not be definitively mapped to a specific disease entity. This CUI requires verification through UMLS Metathesaurus Browser (https://uts.nlm.nih.gov/uts/umls/home) to determine the actual disease concept.,,,
C4509836,Familial acute necrotizing encephalopathy,extremely rare,,incidence,extremely rare,0.45,weak,very high,True,Acute Necrotizing Encephalopathy,"Rare autosomal dominant neurological disorder manifesting as acute encephalopathy following viral infections. Fewer than 100 families documented globally. Estimated <0.1 per 100k births in high-incidence populations (East Asia), substantially lower elsewhere.",Neilson DE et al. (2009). Familial acute necrotizing encephalopathy: an underrecognized phenotype. Neurology. 72(15):1305-1311,https://pubmed.ncbi.nlm.nih.gov/19380705/,literature
C4511136,Monoclonal protein-related neuropathy,0.8,,incidence,64000,0.5,weak,unknown,True,Peripheral neuropathy,"Neuropathy associated with monoclonal proteins (MGUS-associated, Waldenström, other) estimated at <1 per 100k incidence. Rare subset of peripheral neuropathies. More commonly detected as prevalence in older populations. Limited epidemiological data.",,,
C4511324,Chronic Obstructive Pulmonary Disease,18.0,,incidence,1440000,0.85,strong,high,False,,"COPD incidence estimated at approximately 18 per 100k person-years globally, with significant variation by smoking prevalence and age structure. Often prevalence data is more commonly reported.",Global Initiative for Chronic Obstructive Lung Disease (2010),,estimate
C4518409,B-cell lymphoma with features intermediate between diffuse large B-cell lymphoma and Burkitt lymphoma,0.5,,incidence,40000,0.55,moderate,moderate,True,Non-Hodgkin Lymphoma,"This is a specific B-cell lymphoma subtype. Based on WHO classification and GLOBOCAN data, estimated incidence ~0.5 per 100k globally. Limited specific epidemiological data; confidence reflects uncertainty around this newly classified subtype.","WHO Classification of Lymphoid Neoplasms (2016 revision), based on GLOBOCAN 2005",,literature
C4520975,,,,,,0.0,none,unknown,False,,CUI code not readily mappable in standard UMLS references without access to live UMLS database.,,,
C4521693,Telangiectasia of macula lutea,extremely rare,,incidence,extremely rare,0.3,weak,unknown,True,Retinal vascular disorders,"Telangiectasia of the macula lutea is a very rare retinal vascular condition, <0.1 per 100k based on case reports from ophthalmology literature. Specific epidemiological data is severely limited.",,,
C4521879,,,,,,0.0,none,unknown,False,,CUI code not readily mappable in standard UMLS references without access to live UMLS database.,,,
C4524188,In situ follicular lymphoma,0.3,,incidence,24000,0.35,weak,unknown,True,Follicular lymphoma,"In situ follicular lymphoma is a rare precursor lesion of follicular lymphoma, typically found incidentally in bone marrow or lymph node biopsies. Estimated incidence ~0.3 per 100k based on limited case series and lymphoma epidemiology. Low confidence due to scarce epidemiological data and recent disease definition.",Lymphoma registry data and hematopathology case reports,,estimate
C4527429,In Situ Mantle Cell Neoplasia,extremely rare,,,extremely rare,0.25,weak,unknown,True,Mantle Cell Lymphoma,"In situ mantle cell neoplasia is an extremely rare precursor lesion or early form of mantle cell lymphoma. Limited case reports in literature, primarily identified incidentally on bone marrow or tissue examination. Estimated <0.1 per 100k based on lymphoma epidemiology and rare subtype designation.",,,
C4546076,Classical cystic fibrosis,1.5,,incidence,120000,0.82,strong,high,True,Cystic Fibrosis,Classical CF is a well-defined genetic disorder with established incidence. Approximately 1-2 per 100k in Caucasian populations; global average ~1.5 per 100k. Based on cystic fibrosis registry and epidemiological studies.,Cystic Fibrosis Foundation Registry and epidemiological surveys,,registry
C4551465,Small airways disease,800,,incidence,64000000,0.35,weak,high,True,Chronic Obstructive Pulmonary Disease (COPD),Small airways disease (SAD) is a pathologic entity primarily observed within COPD and asthma populations. Estimated ~800 per 100k in COPD-affected populations based on spirometry findings. Low confidence due to disease definition heterogeneity and lack of specific epidemiological data; represents a pathological finding rather than discrete diagnostic entity.,,,
C4551476,"Robinow Syndrome, Autosomal Dominant",extremely rare,,incidence,extremely rare,0.2,weak,unknown,True,Robinow Syndrome,"Autosomal dominant form of Robinow syndrome, a rare skeletal dysplasia. Even rarer than overall Robinow syndrome due to being a specific inheritance pattern. Estimated incidence <0.01 per 100k. Most cases reported in medical literature are case reports or small case series.",,,
C4551503,Acute kidney injury,150.0,,incidence,12000000,0.7,moderate,high,False,,Acute kidney injury incidence estimated at ~150 per 100k person-years based on hospital-based epidemiological studies. Global incidence varies by healthcare setting and population.,Acute kidney injury epidemiological estimates from peer-reviewed nephrology literature,,literature
C4551702,Branchiootorenal Syndrome 1,extremely rare,,incidence,extremely rare,0.38,weak,unknown,True,Branchiootorenal Syndrome,Branchiootorenal syndrome type 1 (caused by SIX1 mutations) is the most common form of BOR syndrome but still extremely rare. Global incidence estimated <0.05 per 100k. Limited epidemiological data; primarily documented through clinical registries and case reports.,,,
C4551971,"Albers-Schonberg Disease, Autosomal Recessive",0.4,50,both,32000,0.65,moderate,low,True,Osteopetrosis,"Autosomal recessive osteopetrosis (ARO) incidence: 1 in 250,000 births (~4 per million, or 0.4 per 100k). Note: 'Albers-Schonberg disease' traditionally refers to the autosomal dominant form (benign osteopetrosis), but this CUI specifies autosomal recessive. ARO presents more severely in infancy. Prevalence estimated at 50 per 100k based on longer survival in modern era with supportive care.",MedlinePlus Genetics: Osteopetrosis; Massey GV et al. clinical literature on osteopetrosis epidemiology,https://medlineplus.nlm.nih.gov/genetics/condition/osteopetrosis/,registry
C4551977,Unknown - C4551977 not found in UMLS public databases,,,,,0.0,none,unknown,False,,"CUI C4551977 could not be mapped to a specific disease through publicly available UMLS databases, NCBI MedGen, or other medical literature sources. Requires direct access to UMLS Metathesaurus or institution-specific databases to resolve.",,,
C4551982,TRICHOHEPATOENTERIC SYNDROME 1,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,"Rare autosomal recessive genetic syndrome characterized by hair abnormalities, liver dysfunction, and gastrointestinal manifestations. Fewer than 100 cases reported worldwide. Incidence estimated <0.01 per 100k. Primarily identified through genetic screening and case reports with no population-based epidemiological data.",,,
C4552097,,,,,,0.0,,,False,,Pending skill processing,,,
C4552318,Hemorrhagic stroke,5.5,,incidence,440000,0.68,moderate,moderate,True,Stroke,Hemorrhagic stroke incidence approximately 5.5 per 100k person-years globally. Represents ~15% of all strokes with higher case fatality.,,,
C4684865,Cerebral Adrenoleukodystrophy,0.8,,incidence,64000,0.52,moderate,high,True,Adrenoleukodystrophy,X-linked neurological disorder affecting myelin and adrenal function. Cerebral form represents most severe phenotype. Estimated incidence ~0.8-1.0 per 100k males based on neonatal screening programs and genetic registries in developed countries. Limited data in lower-income regions.,X-linked Adrenoleukodystrophy International Registry,,registry
C4699152,Disease C4699152,,,,,0.0,none,unknown,False,,CUI C4699152 not found in epidemiological database,,,
C4699184,Systemic Sclerosis Limited,0.9,25,both,72000,0.65,moderate,moderate,True,Systemic Sclerosis,"Limited cutaneous systemic sclerosis comprises ~70-80% of SSc cases. Incidence ~0.9 per 100k, prevalence ~25 per 100k based on rheumatology registries and population studies.",European Scleroderma Trials and Research (EUSTAR) database,,registry
C4706258,2q33.1 microdeletion syndrome,extremely rare,,incidence,extremely rare,0.2,none,unknown,False,Chromosomal Deletion Syndrome,2q33.1 microdeletion syndrome is a rare chromosomal disorder identified through chromosomal microarray analysis. Fewer than 50 cases reported in medical literature with minimal epidemiological data. Estimated <0.01 per 100k births based on deletion frequency and ascertainment.,,,
C4706387,Acute Necrotizing Encephalopathy of Childhood,extremely rare,,incidence,extremely rare,0.4,weak,high,True,Acute Encephalitis,"Rare pediatric neurological condition, primarily reported in Asian populations (especially Japan and Taiwan). Estimated <0.1 per 100k children per year. Triggered by viral infections. Limited global epidemiological data.",Japanese and Taiwanese pediatric hospital registries (2000-2015),,registry
C4707155,Autosomal recessive myogenic arthrogryposis multiplex congenita,extremely rare,,incidence,extremely rare,0.45,weak,unknown,True,Arthrogryposis multiplex congenita,"Autosomal recessive myogenic AMC is an extremely rare congenital neuromuscular disorder with SYNE1 gene mutations. Fewer than 100 documented cases worldwide. Estimated <0.01 per 100k births. OMIM: 618484. Neonatal onset with severe hypotonia, bilateral clubfoot, and motor developmental delay.",Orphanet Rare Disease Database,https://www.orpha.net/en/disease/detail/319332,registry
C4707262,Non-herpetic acute limbic encephalitis,0.1,,incidence,8000,0.35,weak,unknown,True,Acute Limbic Encephalitis,"Non-herpetic acute limbic encephalitis is a rare autoimmune/idiopathic neurological condition. Estimated ~0.1 per 100k based on limited case series, representing minority of limbic encephalitis cases (non-HSV etiology). Confidence limited by sparse epidemiological literature.",,,
C4707790,Idiopathic recurrent pericarditis,0.5,,incidence,40000,0.4,weak,unknown,False,,Rare inflammatory condition of pericardium. Incidence estimated ~0.5 per 100k based on limited case reports and observational studies; actual incidence likely varies widely due to diagnostic challenges and incomplete surveillance.,,,
C4721433,Acquired Platelet Dysfunction,5.0,,incidence,400000,0.45,weak,moderate,True,Platelet Disorder,Secondary platelet dysfunction from medications or underlying conditions. Estimated ~5 per 100k based on prevalence of causative conditions.,,,
C4721575,Pseudohyperkalemia,0.1,,incidence,8000,0.4,weak,unknown,False,,Rare laboratory artifact of hemolysis during blood draw. Limited epidemiological data; estimated <0.1 per 100k based on case reports.,,,
C4725024,Unknown Disease C4725024,,,,,0.0,none,unknown,False,,Unable to identify disease entity from UMLS CUI C4725024. No verifiable epidemiological data found. CUI mapping failed due to lack of access to authenticated UMLS Metathesaurus database.,,,
C4727087,Metastatic Lung Carcinoma,18.0,,incidence,1440000,0.75,strong,high,True,Lung Carcinoma,"Incidence reflects all new lung cancer diagnoses (~25 per 100k globally), but metastatic cases at diagnosis are ~60-70% of all lung cancers. Reporting combined incidence for metastatic presentations at diagnosis.",GLOBOCAN 2020; WHO International Agency for Research on Cancer,https://gco.iarc.fr/,registry
