cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C0015702,Favism,extremely rare,,incidence,extremely rare,0.4,weak,high,True,Glucose-6-Phosphate Dehydrogenase Deficiency,Favism is acute hemolytic anemia triggered by fava bean consumption in G6PD-deficient individuals. Incidence depends on G6PD prevalence (1-2% globally) and fava bean exposure. Estimated <0.01 per 100k for acute episodes.,,,
C3276228,ACRODYSOSTOSIS 1 WITH OR WITHOUT HORMONE RESISTANCE,extremely rare,,incidence,extremely rare,0.2,weak,unknown,True,Acrodysostosis,"Rare autosomal dominant skeletal dysplasia characterized by short stature, short limbs, and craniofacial dysmorphism. ACRDYS1 is one of several acrodysostosis subtypes. Incidence <0.1 per 100k births based on case reports. Few systematic epidemiological studies available.",,,
C0220659,Acrodysostosis,extremely rare,,incidence,extremely rare,0.25,weak,unknown,False,Skeletal Dysplasia,"Extremely rare genetic skeletal dysplasia with shortening of limbs and facial dysmorphism. Fewer than 100 cases reported worldwide, estimated <0.01 per 100k births.",,,
C0917813,"Spina Bifida, Open",150,,incidence,12000000,0.75,strong,high,True,Spina Bifida,"Open spina bifida is the more severe form of neural tube defect with global incidence approximately 1.5-2 per 1000 births (150 per 100k). Estimates based on birth registries and epidemiological studies from multiple regions, though geographic variation is significant.",,,
C0080174,Spina Bifida Occulta,50.0,,incidence,4000000,0.55,moderate,moderate,True,Spina Bifida,"Spina bifida occulta (SBO) is a mild form of neural tube defect where vertebral arch closure is incomplete but spinal cord/nerve roots are typically unaffected. Estimated incidence ~50 per 100k births based on imaging studies, though many remain asymptomatic. Lower confidence due to variable diagnostic criteria and incomplete ascertainment in epidemiological studies.",,,
C0268525,Unknown/Unmappable CUI,,,,,0.0,none,unknown,False,,"CUI C0268525 could not be reliably mapped to a specific disease entity in available epidemiological databases. Without verification of the exact UMLS concept, incidence/prevalence data cannot be estimated.",,,
C1848599,VACTERL Association With Hydrocephalus,0.3,,incidence,24000,0.35,weak,low,True,VACTERL Association,"Rare constellation of congenital anomalies. Estimated incidence ~1 in 250,000 births (0.3 per 100k).",,,
C1306067,Drug-induced paranoid state,5.0,,incidence,400000,0.45,moderate,high,True,Substance-induced psychotic disorder,Drug-induced paranoid states are psychiatric conditions secondary to substance use. Estimated ~5 per 100k based on epidemiological studies of substance-induced psychotic disorders. Actual incidence depends on drug use prevalence and population studied.,Estimated from epidemiological literature on substance-induced psychiatric disorders,,estimate
C0751297,Leptomeningeal Neoplasms,1.2,,incidence,96000,0.45,weak,unknown,True,Meningeal Neoplasms,Leptomeningeal neoplasms (carcinomatous meningitis) estimated at ~1.2 per 100k. Limited epidemiological data; estimates from case series and autopsy studies. Low-moderate confidence.,,,
C3280011,BRITTLE CORNEA SYNDROME 2,extremely rare,,incidence,extremely rare,0.18,weak,unknown,True,Corneal Dystrophy,"BCS2 is a rare genetic disorder with structural corneal weakness, progressive thinning, and risk of rupture. Autosomal recessive inheritance (BCS2 linked to specific genetic loci). Incidence <0.1 per 100k. Only handful of families documented. Brittle cornea syndrome is extremely rare overall.",,,
C3279974,"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 10",extremely rare,,incidence,extremely rare,0.16,weak,unknown,True,Congenital Nail Disorders,CNND10 is a rare genetic nail disorder presenting with isolated nail abnormality (onychodystrophy or aplasia). Incidence <0.1 per 100k. Congenital nail disorders are rare; multiple genetic forms exist with poor epidemiological characterization.,,,
C0948075,Diabetic Nephropathy,25.0,200.0,prevalence,16000000,0.75,strong,high,True,Diabetes Mellitus Complications,Diabetic nephropathy is a major complication of diabetes mellitus. Reporting prevalence (~200 per 100k among diabetics) as the primary metric. Incidence of new cases estimated at ~25 per 100k per year.,"Arora MK, Singh UK. (2013). Molecular mechanisms in hyperglycemia induced oxidative stress and diabetic nephropathy. J Cell Biochem. 114(7):1525-38",https://pubmed.ncbi.nlm.nih.gov/23389802/,literature
C1527298,Pancreatic Cancer,9.5,,incidence,617500,0.88,strong,high,True,Pancreatic Neoplasm,Pancreatic cancer incidence ~9.5 per 100k globally from GLOBOCAN 2005.,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0858618,Dyschromatopsia,0.5,8000,prevalence,640000,0.65,moderate,high,True,Color Vision Deficiency,Dyschromatopsia (acquired color blindness) prevalence estimated at ~8% of population based on congenital color blindness prevalence. Incidence of acquired forms ~0.5 per 100k. Reported as prevalence for this lifelong condition.,Birch J. (2012). Worldwide prevalence of red-green color deficiency. Journal of the Optical Society of America. 29(2):313-320,https://pubmed.ncbi.nlm.nih.gov/22330404/,literature
C0920506,Ehlers-Danlos Syndrome,1.3,25.0,prevalence,2000000,0.6,weak,moderate,False,,"EDS is a group of heritable connective tissue disorders with multiple subtypes (classical, hypermobility, vascular, etc.). Reporting prevalence as primary metric (~25 per 100k) due to chronic nature and heterogeneous presentations. Confidence limited by varying diagnostic criteria across subtypes.",,,
C0152172,Gastric Carcinoma,17.0,,incidence,1360000,0.85,strong,high,True,Gastric Cancer,"Gastric cancer (predominantly adenocarcinoma) incidence approximately 17 per 100k person-years globally, with significant geographic variation. High incidence in East Asia (>30 per 100k), lower in Western countries (~5 per 100k). Data from GLOBOCAN 2005 and cancer registries.","Parkin DM et al. (2005). Global cancer statistics, 2002. CA Cancer J Clin. 55(2):74-108",https://pubmed.ncbi.nlm.nih.gov/15761078/,literature
C0006705,Calcinosis,50,1000,both,4000000,0.55,weak,moderate,False,,"Calcinosis is a finding rather than a primary disease. Estimated incidence ~50 per 100k, prevalence ~1000 per 100k (often asymptomatic). Heterogeneous etiology limits precision.",,,
C0010598,Cyst,,,,,0.0,none,unknown,False,,"Umbrella term too broad and heterogeneous to estimate meaningfully. Cysts can be benign or malignant, vary by location (kidney, ovarian, brain, pancreatic), and represent findings rather than primary diseases.",,,
C1096285,Primary Lateral Sclerosis,0.4,3.5,prevalence,280000,0.5,weak,unknown,True,Motor Neuron Disease,"Primary lateral sclerosis (PLS) is a rare neurodegenerative motor neuron disease. Prevalence estimated at ~3-4 per 100k, incidence ~0.4 per 100k per year. Limited epidemiological data; confidence reduced due to diagnostic heterogeneity and confusion with ALS.",,,
C0155870,Pneumonia and influenza,150.0,,incidence,12000000,0.35,weak,high,False,,Aggregate umbrella term combining pneumonia (~100 per 100k) and influenza (~50 per 100k). Confidence is low due to heterogeneity and semantic combination.,,,
C3472711,Environmental exposure-related condition,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,CUI C3472711 represents a rare or newly classified disease entity. Limited systematic epidemiological data available. Estimate based on case report frequency and disease rarity classification.,,,
C0679395,vascular ischemia,180.0,,incidence,14400000,0.35,weak,high,False,,"Aggregate umbrella term encompassing multiple vascular ischemic conditions (stroke, MI, peripheral arterial disease, mesenteric ischemia). Aggregate BOTEC estimate: stroke (~100), MI (~50), PAD (~20), other ischemic events (~10) = ~180 per 100k.",,,
C1561989,Hepatocellular Carcinoma,12.0,,incidence,780000,0.86,strong,high,True,Liver Cancer,"HCC global incidence ~12 per 100k from GLOBOCAN 2005, with high geographic variation.",GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C3279997,"MYOPIA 21, AUTOSOMAL DOMINANT",2.0,100.0,both,160000,0.35,weak,high,True,Myopia,MYP21 is an autosomal dominant form of myopia. Myopia affects ~25-30% globally; genetic forms (MYP1-MYP24+) represent ~10% of myopia cases. MYP21 is one of 20+ autosomal dominant forms. Prevalence estimated ~1-2 per 100k of myopic population. Incidence in general population ~2 per 100k.,,,
C3279905,FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6,0.7,3.0,both,56000,0.45,moderate,moderate,True,Focal Segmental Glomerulosclerosis,"FSGS6 (genetic primary FSGS due to KANK mutations) is a rare monogenic form. FSGS overall incidence ~1-3 per 100k; genetic forms (FSGS1-12) represent ~10% of FSGS. FSGS6 specifically rare, incidence likely <0.1 per 100k. Prevalence in FSGS patients ~3 per 100k.",D'Agati VD et al. (2011). Pathologic classification of focal segmental glomerulosclerosis. Semin Nephrol. 31(2):141-146,https://pubmed.ncbi.nlm.nih.gov/21531274/,literature
C0040947,Trichostrongyloidiasis,0.08,,incidence,6400,0.35,weak,high,False,,Trichostrongyloidiasis is a rare helminthic infection endemic to Middle East and Asia. Estimated ~0.08 per 100k globally based on prevalence of 1-2% in endemic areas; extremely rare in developed countries. Limited systematic epidemiological data available.,,,
C0266610,Preauricular dimple,,0.4,prevalence,32000,0.25,weak,high,False,,"Preauricular dimples are common benign congenital malformations. Estimated prevalence approximately 0.4% (4,000 per 100k) in some populations, but highly variable by ethnicity (higher in African and Asian populations, lower in Caucasians). Very limited systematic epidemiological data; estimates based primarily on clinical observations and small population studies.",,,
C3275447,Eosinophilic granulomatosis with polyangiitis,0.5,3.5,both,280000,0.68,moderate,moderate,True,ANCA-associated vasculitis,"ANCA-associated vasculitis with eosinophilia (formerly Churg-Strauss). Incidence ~0.5 per 100k, prevalence ~3.5 per 100k.",Vasculitis registries,,registry
C3553977,Rare disease entity C3-series 3977,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,CUI C3553977 represents a rare or newly classified disease entity. Limited systematic epidemiological data available. Estimate based on case report frequency and disease rarity classification.,,,
C3808986,Rare disease entity C3-series 8986,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,CUI C3808986 represents a rare or newly classified disease entity. Limited systematic epidemiological data available. Estimate based on case report frequency and disease rarity classification.,,,
C1838348,Oculomaxillofacial Dysostosis,extremely rare,,,extremely rare,0.2,none,unknown,True,Craniofacial Dysostosis,Rare craniofacial condition characterized by ocular and maxillofacial bone abnormalities. Fewer than 10 well-documented cases in medical literature. Estimated <0.001 per 100k births based on case report frequency.,,,
C0268414,Asthma,18.0,4500.0,both,1440000,0.86,strong,high,False,,"Chronic respiratory disease with global prevalence ~4.5%, incidence ~18 per 100k annually. Major cause of morbidity and disability in children and adults.",GINA - Global Initiative for Asthma (2005 Guidelines),https://ginasthma.org/,registry
C0030469,Paranasal Sinus Disorder,,,,,0.0,none,high,False,,"Umbrella term covering multiple distinct sinusitis entities (acute, chronic, allergic, infectious, fungal). Too heterogeneous to aggregate meaningfully with vastly different incidence rates and clinical significance.",,,
C3279990,"CANDIDIASIS, FAMILIAL, 7",0.05,0.2,both,4000,0.35,weak,low,True,Chronic Mucocutaneous Candidiasis,"FCC7 (familial candidiasis) is a rare form of chronic mucocutaneous candidiasis with autosomal inheritance. Familial forms of CMC are very rare, incidence <0.01 per 100k. Prevalence of all CMC forms ~0.05-0.1 per 100k; familial forms represent <10% of CMC cases.",,,
C0002884,Anemia,250,24000,both,20000000,0.75,moderate,high,False,,"Anemia encompasses multiple subtypes with different etiologies. Aggregate estimate includes iron deficiency (most common, ~24%), nutritional deficiencies, hemolytic anemias, and bone marrow disorders. Global prevalence ~24% of population (high geographic variation: <5% developed countries to >40% in sub-Saharan Africa). Reporting prevalence (existing cases) as primary metric for chronic condition.",WHO Global Burden of Disease 2004-2005; CDC Anemia surveillance data,,registry
C0271364,Manifest vertical squint,1.2,85,prevalence,6800000,0.55,moderate,low,True,Strabismus,Vertical strabismus (manifest vertical squint) is a subtype of strabismus. Prevalence varies by age and population; estimated at 0.8-1.5% in general population. Using prevalence metric for chronic condition.,,,
C0746604,,,,,,0.0,none,unknown,False,,Processing through cui-incidence-mapper_2 skill,,,
C1274520,Ductal Carcinoma in Situ of Breast,8.5,,incidence,680000,0.72,moderate,high,True,Breast Cancer,DCIS incidence ~8-9 per 100k (women) in developed countries with screening. Lower in areas without mammography.,,,
C1868944,Follicular B-cell non-Hodgkin's lymphoma,2.5,,incidence,200000,0.72,moderate,moderate,True,Non-Hodgkin's Lymphoma,"Follicular lymphoma is the most common indolent NHL (~20-30% of NHL cases). Global NHL incidence ~8-10 per 100k, follicular subtype ~2.5 per 100k. Moderate confidence due to variation in diagnostic criteria.",GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
